,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,z_score_Sales,z_score_Profit
10,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1706.184,9,0.2,85.3092,2014,6,2.3687727315698957,0.24183504503017084
11,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference�phone�- Charcoal black,911.424,4,0.2,68.3568,2014,6,1.093576184735701,0.16946933083710775
12,CA-2017-114412,2017-04-15,2017-04-20,Standard Class,Andrew Allen,Consumer,United States,Concord,North Carolina,28027,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,15.552,3,0.2,5.4432,2017,4,0.34385509112801027,0.09909368068083041
13,CA-2016-161389,2016-12-05,2016-12-10,Standard Class,Irene Maddox,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,407.976,3,0.2,132.5922,2016,12,0.2857912545547894,0.4436747883226015
14,US-2015-118983,2015-11-22,2015-11-26,Standard Class,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,5,0.8,-123.858,2015,11,0.25840235358297087,0.6510493733273047
15,US-2015-118983,2015-11-22,2015-11-26,Standard Class,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,2.544,3,0.8,-3.816,2015,11,0.3647264946727523,0.13861897626472475
16,CA-2014-105893,2014-11-11,2014-11-18,Standard Class,Pete Kriz,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",665.88,6,0.0,13.3176,2014,11,0.6995995617352289,0.06547976289680833
17,CA-2014-167164,2014-05-13,2014-05-15,Second Class,Alejandro Grove,Consumer,United States,West Jordan,Utah,84084,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.5,2,0.0,9.99,2014,5,0.27975831769586423,0.07968448615421357
18,CA-2014-143336,2014-08-27,2014-09-01,Second Class,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56,2,0.0,2.4824,2014,8,0.35507379143434764,0.11173262304785936
19,CA-2014-143336,2014-08-27,2014-09-01,Second Class,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,213.48,3,0.2,16.011,2014,8,0.026278587376187837,0.05398228675138962
20,CA-2014-143336,2014-08-27,2014-09-01,Second Class,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,7.384,2014,8,0.3323539979077834,0.09080887274178362
21,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,19.46,7,0.0,5.0596,2016,12,0.33758468483550935,0.10073117672649115
22,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,7,0.0,15.6884,2016,12,0.271992512563903,0.05535938848322005
23,US-2017-156909,2017-07-16,2017-07-18,Second Class,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.372,2,0.3,-1.0196,2017,7,0.25429161127964756,0.12668181791726468
24,CA-2015-106320,2015-09-25,2015-09-30,Standard Class,Emily Burns,Consumer,United States,Orem,Utah,84057,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0.0,240.2649,2015,9,1.3073059034150456,0.9033036216792605
25,CA-2016-121755,2016-01-16,2016-01-20,Second Class,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,2,0.2,4.2224,2016,1,0.35011907939974096,0.104304981964831
26,CA-2016-121755,2016-01-16,2016-01-20,Second Class,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10003027,Technology,Accessories,Imation�8GB Mini TravelDrive USB 2.0�Flash Drive,90.57,3,0.0,11.7741,2016,1,0.22348832059299645,0.07206859278856365
27,US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,-1665.0522,2015,9,4.578571089994082,7.23003636001984
28,US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618,2,0.7,-7.0532,2015,9,0.35337622494062554,0.15243780368655194
29,US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,3,0.2,15.525,2015,9,0.16952881096740638,0.05605690374354581
30,US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2,0.2,1.1016,2015,9,0.36357125093411347,0.11762692581075908
31,US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.7092,2015,9,0.23033313974443168,0.08088315374968161
32,US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,6,0.7,-5.715,2015,9,0.3578046592720745,0.1467253500674091
33,US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.546,2015,9,0.3435213540479591,0.10719237071687719
34,CA-2017-107727,2017-10-19,2017-10-23,Second Class,Matt Abelman,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,29.472,3,0.2,9.9468,2017,10,0.321520378847659,0.07986889655351635
35,CA-2016-117590,2016-12-08,2016-12-10,First Class,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.544,7,0.2,123.4737,2016,12,1.3922066911738464,0.4047501071642142
36,CA-2016-117590,2016-12-08,2016-12-10,First Class,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-147.963,2016,12,0.06247622452020544,0.753947814882706
37,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,35.415,2015,12,0.18697299142085316,0.028848717602105837
38,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-46.9764,2015,12,0.4854289250289706,0.32286033270146997
39,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-15.147,2015,12,0.02856019375999958,0.18698828724851452
40,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,41.7564,2015,12,0.22673262742726283,0.05591862746642536
41,CA-2017-120999,2017-09-10,2017-09-15,Standard Class,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.5564,2017,9,0.13267653570482676,0.05165410546019211
42,CA-2016-101343,2016-07-17,2016-07-22,Standard Class,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,3.894,2016,7,0.24384949148650636,0.10570684250027153
43,CA-2017-139619,2017-09-19,2017-09-23,Standard Class,Erin Smith,Corporate,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.5616,2017,9,0.21539198739136914,0.08151322261396608
44,CA-2016-118255,2016-03-11,2016-03-13,First Class,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,19.7714,2016,3,0.29503320712897807,0.037930044493562146
45,CA-2016-118255,2016-03-11,2016-03-13,First Class,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.2062,2016,3,0.3407936952206173,0.08729909889209056
46,CA-2014-146703,2014-10-20,2014-10-25,Second Class,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.4784,2014,10,0.028717435268869846,0.08613714262611338
47,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive,45.0,3,0.0,4.95,2016,6,0.29660562221768094,0.10119903273953708
48,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.104,2016,6,0.33383014268493305,0.0962728845729769
49,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,17.9634,2015,4,0.30748416742319684,0.045647961205122635
50,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.3346,2015,4,0.24818165550640206,0.02850550935895902
51,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,2015,4,0.3589246038964772,0.10970752366292334
52,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.0981,2015,4,0.22441893360467774,0.04934171857819415
53,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,6.2566,2016,12,0.34432360664423606,0.09562147191247683
54,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.6855,2016,12,1.2837517671883534,1.1526870979178616
55,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.14,2016,6,0.03417275292355336,0.10024371594328352
56,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0.0,15.552,2016,6,0.31682238764386095,0.05594164724398158
57,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098,2016,6,0.1436866476710544,0.09202973788531588
58,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.9888,2016,6,0.3454467602790238,0.09249588639466454
59,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive,30.0,2,0.0,3.3,2016,6,0.3206732001059905,0.10824248549068465
60,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362,2016,6,0.29102194414759314,0.0524839522570546
61,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84,2016,6,0.36611278715911894,0.11874363322875921
62,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.1512,2015,11,0.3463773732907051,0.09607139913670165
63,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612,2015,11,0.3273736137900959,0.08236868196628727
64,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,68.9631,2015,11,0.13337930897916542,0.17205747956621123
65,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.3328,2015,11,0.24083302172450488,0.026996044568235244
66,US-2015-164175,2015-04-30,2015-05-05,Standard Class,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.2225,2015,4,0.026864231771470005,0.18731057857137007
67,CA-2014-106376,2014-12-05,2014-12-10,Standard Class,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.3024,2014,12,1.4170444315545816,0.35279375778843086
68,CA-2014-106376,2014-12-05,2014-12-10,Standard Class,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988,2014,12,0.09930282769970418,0.14655121621264647
69,CA-2016-119823,2016-06-04,2016-06-06,First Class,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.6636,2016,6,0.2470585018716143,0.029909931149945418
70,CA-2016-106075,2016-09-18,2016-09-23,Standard Class,Henry MacAllister,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731,2016,9,0.36140195991378055,0.11494016874313952
71,CA-2017-114440,2017-09-14,2017-09-17,Second Class,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,8.763,2017,9,0.33824253196445647,0.08492225374552151
72,US-2015-134026,2015-04-26,2015-05-02,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912,2015,4,0.9660372759899711,0.6106378833245387
73,US-2015-134026,2015-04-26,2015-05-02,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213,2015,4,0.21310717199717222,0.11715138603107554
74,US-2015-134026,2015-04-26,2015-05-02,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196,2015,4,0.2520260499477614,0.20000373418078662
75,US-2017-118038,2017-12-09,2017-12-11,First Class,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248,3,0.8,-1.9344,2017,12,0.3668059334023023,0.13058687887287063
76,US-2017-118038,2017-12-09,2017-12-11,First Class,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248,2017,12,0.3532318194732957,0.1471940598323037
77,US-2017-118038,2017-12-09,2017-12-11,First Class,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,2.724,2017,12,0.32510163443743945,0.11070129081472162
78,US-2014-147606,2014-11-26,2014-12-01,Second Class,Joel Eaton,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475,2014,11,0.337841405666318,0.18411968103713805
79,CA-2016-127208,2016-06-12,2016-06-15,First Class,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,56.2032,2016,6,0.034814555000574954,0.11758853849992765
80,CA-2016-127208,2016-06-12,2016-06-15,First Class,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0.0,8.0352,2016,6,0.34194893895925615,0.08802905672266405
81,CA-2014-139451,2014-10-12,2014-10-16,Standard Class,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0.0,4.172,2014,10,0.3449012285135555,0.10452012743068423
82,CA-2014-139451,2014-10-12,2014-10-16,Standard Class,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,6.2031,2014,10,0.3344879898138802,0.09584985053198374
83,CA-2015-149734,2015-09-03,2015-09-08,Standard Class,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075,2015,9,0.046328484262342234,0.14578070516926334
84,US-2017-119662,2017-11-13,2017-11-16,First Class,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,-48.9549,2017,11,0.0008311323572040873,0.33130607286398245
85,CA-2017-140088,2017-05-28,2017-05-30,Second Class,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.2156,2017,5,0.11568803206098753,0.01946000852278829
86,CA-2017-155558,2017-10-26,2017-11-02,Standard Class,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001998,Technology,Accessories,Logitech�LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,6.7966,2017,10,0.33673429708345576,0.09331634192119218
87,CA-2017-155558,2017-10-26,2017-11-02,Standard Class,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,2,0.0,2.9568,2017,10,0.3589246038964772,0.10970752366292334
88,CA-2016-159695,2016-04-05,2016-04-10,Second Class,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,0.2,13.8572,2016,4,0.1147060775482223,0.06317634040922092
89,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0.0,6.633,2016,9,0.3365578015122748,0.09401471093336655
90,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,73.584,2,0.2,8.2782,2016,9,0.2507424457937182,0.08699174822658597
91,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,6.48,1,0.0,3.1104,2016,9,0.3584111622348599,0.10905184224318015
92,CA-2015-149587,2015-01-31,2015-02-05,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,6.2208,2015,1,0.34801396858711015,0.09577429349338051
93,CA-2015-149587,2015-01-31,2015-02-05,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0.0,16.5354,2015,1,0.2832240489117808,0.05174374940429763
94,CA-2015-149587,2015-01-31,2015-02-05,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0.0,16.1504,2015,1,0.31592386473603074,0.053387221712898725
